"Data Source","World Development Indicators",

"Last Updated Date","2024-11-13",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"United Arab Emirates","ARE","Net secondary income (Net current transfers from abroad) (current LCU)","NY.TRF.NCTR.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-14550000000","-15454000000","-16250000000","-17120000000","-20844000000","-24701000000","-30101000000","-34111000000","-39000000000","-37400000000","-71200000000","-80900000000","-89900000000","-97049950000","-103700000000","-145600000000","-143600000000","-151300000000","-169324000000","-173600000000","-196900000000","-205800000000","-235407250000","-253581899455.908",
"United Arab Emirates","ARE","Taxes less subsidies on products (current US$)","NY.TAX.NIND.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Arab Emirates","ARE","Gross savings (% of GDP)","NY.GNS.ICTR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Arab Emirates","ARE","GNI per capita, PPP (constant 2021 international $)","NY.GNP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68790.3299271678","","",
"United Arab Emirates","ARE","GNI per capita (constant 2015 US$)","NY.GNP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61653.7487886174","57766.0111393222","59372.1548892566","62435.4292894977","61780.4908406461","59691.9723026042","52012.2003903657","44164.5299820823","36461.329559818","34535.8893740284","36308.8402005888","36604.8998429903","38090.4580287539","39319.2510979108","41720.6767269016","43691.4150452347","43726.2679090878","43789.8845097603","43996.0106147284","41081.8791999858","","","",
"United Arab Emirates","ARE","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","175862815001.327","177155426551.95","186280948411.35","191764702976.208","208382593748.676","230661845566.662","245886891661.436","274508208671.825","284799293045.114","281206906855.535","334594122724.095","346987898802.642","346973144730.906","381592358860.962","431585373969.705","471927153761.695","537150991846.144","575477788657.268","593324187753.953","564707689869.438","574646935217.908","623377589226.114","646069195486.686","658627786466.353","688135750494.391","612870643123.899","608359854188.369","632044516427.951","704008181953.256","729835529577.475","611081607571.746","644231414365.766","741391655225.445","797034442727.789",
"United Arab Emirates","ARE","GNI: linked series (current LCU)","NY.GNP.MKTP.CN.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","198320472220.77","194809943900","203899492700","207662256000","220360366200","248246402700","274877110100","298797930700","293512170000","309894315400","401879000000","398012000000","406683000000","456462000000","545485000000","673918000000","833123000000","977947000000","1172550000000","940753000000","1102140000000","1325680000000","1413580000000.01","1471500000000","1523200000000","1366240000000","1363790000000","1444380000000","1573569999999.99","1542669999999.99","1276540000000","1522040000000.01","1853050923500","1848199706077.2",
"United Arab Emirates","ARE","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","719450744397.159","746353701280.35","807438739768.696","895847525033.044","1006882862740.1","1179767533523.19","1248336721508.57","1390522890784.38","1150477981254.56","1102444296000","1296786740089.81","1326540982147.11","1408845588733.17","1468828469254.15","1324237758682.25","1367102233898.19","1438801963162.54","1528918831485","1450695448680.56","1379892086017.49","","","",
"United Arab Emirates","ARE","Total natural resources rents (% of GDP)","NY.GDP.TOTL.RT.ZS","","","","","","","","","","","","","","","","37.5814955580997","37.0263443740258","31.1504618714453","31.950511608593","56.671735250579","42.3274106499484","33.4086698393858","23.0115404847624","24.2798442244752","26.4353697598988","24.6652930237137","18.3666363793088","24.3087258563614","21.754674597305","30.0841004001769","36.6027000714668","24.9355118597408","24.7594060168968","22.1505222562258","18.263480223591","17.8753368140734","20.7195621529487","18.6806267958819","12.5278825303178","14.8547635599251","22.3844177151254","17.5963966616315","16.2376283737788","19.2061128677808","22.2210170035245","25.3343747676468","27.2052072035567","24.9372063571947","27.7149122716078","19.713461721995","23.7768704858008","29.7789568323524","28.2144669709365","27.3813114030779","23.9739257701595","14.0468089597238","11.8055195768229","14.3278424370326","18.1866824883602","16.8958990035406","11.9722335248016","17.634095847399","","",
"United Arab Emirates","ARE","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","177627.129211438","209957.986152093","256394.073573169","402407.318075627","413537.124141539","397705.503580108","410023.663612069","432641.138576105","373750.97123666","400600.790528659","444567.952804855","428854.759117799","376856.841956609","338749.96996989","333300.702475828","304735.282299254","243420.044853608","234532.084161591","213770.724583134","225649.866220941","251787.209156763","240267.23951557","235649.900790604","227132.050426306","231772.261385027","236609.458099218","236828.844167783","240048.512027337","226325.638263275","219628.759253646","230250.29079486","221382.076186715","215569.752439348","223483.419733821","233831.989946258","228710.085837562","219521.165497778","188956.383194293","163848.940651925","135756.394379632","129978.078398957","136553.42075204","137604.388925108","143126.029431273","147669.139416912","156259.581722301","163531.129787955","163388.324476837","164233.434064512","164765.035563091","155322.278018914","160738.699272675","171962.146285683","176400.31056426",
"United Arab Emirates","ARE","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","2301.32010220918","2728.18035782145","3606.52991378778","9582.79231579817","23684.0883607934","27090.3400636288","31282.7715443476","35186.232037988","29526.6379767832","34372.382493511","42995.1639866478","44841.2297397817","39921.6329798234","34586.5318099776","31955.1812468733","29432.8312066844","23111.3783815158","23088.2041692835","21545.4555840533","23141.014774712","26682.8498094612","25668.4933214662","25630.0809730927","25019.372357889","25463.4962885063","27010.6781857038","28596.5068287975","28709.2469206781","25905.8433836172","27261.9065733158","31855.5006047175","29909.0094348435","30221.9669995136","32607.3729348287","37017.736365469","42190.5543794633","45339.5851165809","43918.3801694265","45140.7690772438","31722.5887637992","35392.26096636","42078.6138116482","44386.7860798374","45729.607675743","46865.9645976866","41525.1389043587","41054.5395698941","43063.9674785596","46722.2687193126","45376.1708390447","37629.1741680652","44332.3400499381","53707.9800813801","52976.8083782405",
"United Arab Emirates","ARE","GDP (constant LCU)","NY.GDP.MKTP.KN","","","","","","","","","","","52947805183.8623","72333255683.2161","100600829859.757","177681341667.021","203441655907.051","216110784412.409","251827103646.27","305817147855.044","300955868319.867","363926589357.341","450813243405.858","471817428886.22","440114524020.078","419227477835.577","436067641370.903","420393292401.984","357510289616.36","369601222219.009","359921707336.856","404328456289.331","478433717266.432","482548639300","498689625200","504979053600","539803159300","575904581700","609297856400","659201779800","661126611700","680313918400","754146375700","764697524800","783306108800","852241282600","933770404900","979106276500","1075424091800","1109669790900","1145088633800","1085052531000","1102444296000","1170973576400","1192337764300","1252617111300","1304797280100","1393350908000","1470841990000","1481653689300","1501121342800","1517758993200","1442522884100","1505341225800","1623516806200","1678779000000",
"United Arab Emirates","ARE","GDP (current LCU)","NY.GDP.MKTP.CN","","","","","","","","","","","3266600073.1439","4462580034.90475","6206540139.61615","16909196156.0421","46129476175.4345","58312999999.9999","75950999999.9999","97081999999.9998","92040999999.9998","119147000000","161638000000","181103000000","171152000000","157131000000","153477000000","149056000000","124607000000","133569000000","133168000000","152218000000","186125000000","189248000000","199112000000","204200000000","217709000000","241345000000","270080000000","289418000000","277914000000","310126000000","383179000000","379412000000","403300000000","456662000000","542885000000","663317651100","815723000000","947197000000","1158580526300","931152675000","1102444296000","1325158236000","1412480685500","1469802550500","1520801959400","1359836662000","1356090185600","1434172962800","1568339039600","1535067253100","1283439648800","1524744116400","1862192423500","1851577000000",
"United Arab Emirates","ARE","Gross value added at basic prices (GVA) (constant LCU)","NY.GDP.FCST.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Arab Emirates","ARE","Discrepancy in expenditure estimate of GDP (constant LCU)","NY.GDP.DISC.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38199876100","32992890400","3332391500","3530371200","624749900","23182880500","59785187800","37104733500","39384339700","6154267000","23647669300","","","",
"United Arab Emirates","ARE","Inflation, GDP deflator: linked series (annual %)","NY.GDP.DEFL.KD.ZG.AD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.33590049399264","0.810848722867902","1.80682612323693","1.27803631115864","-0.262474925014473","3.90747975797208","5.77304389866605","-0.952300713494253","-4.25444531455858","8.44337746020058","11.4595357939894","-2.34930767820795","3.77083954826043","4.07240679733007","8.50142205885294","16.5263069327845","11.9621492865846","12.5339606714946","18.5333530849246","-15.1829798865339","16.5278863640702","13.1672193726198","4.67972512554906","-0.949325324877421","-0.668049355690627","-16.2670060257069","-5.52947861264578","4.9862131440172","7.93674803319826","-3.19440940446903","-12.0313053012111","13.8437703409675","13.2415371807134","-3.84309355244665",
"United Arab Emirates","ARE","Adjusted net savings, excluding particulate emission damage (% of GNI)","NY.ADJ.SVNX.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Arab Emirates","ARE","Adjusted net national income per capita (annual % growth)","NY.ADJ.NNTY.PC.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.88128544954959","0.747025754260534","4.60992905614405","-0.195562088261909","1.90551909026165","-10.4642489895837","-10.3751295992602","-27.0354638105889","-5.49836566871183","15.7770473843491","6.88391403658733","5.27370063162671","5.15363595006278","-9.20402065454554","0.250393575125173","5.02113599723246","-2.53925351264604","-0.995544167570159","-9.86913902220142","","","",
"United Arab Emirates","ARE","Adjusted net national income (constant 2015 US$)","NY.ADJ.NNTY.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","189232774858.819","187356518220.409","198095499776.144","217003349552.607","232179904716.01","270757925551.567","290607282183.405","309954755499","258645623134.683","259382413015.191","303613420289.919","327910871575.766","348665044021.647","370157271186.282","339166891399.72","342966161097.859","363151706232.67","356735525521.378","355946424190.444","323451638666.919","","","",
"United Arab Emirates","ARE","Adjusted savings: gross savings (% of GNI)","NY.ADJ.ICTR.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Arab Emirates","ARE","Adjusted savings: energy depletion (% of GNI)","NY.ADJ.DNGY.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.81376692142619","3.49515032937497","3.2862236129408","4.55362427681674","5.51605030869042","5.93860833234071","6.98391820075655","6.21187284464255","7.13285709754028","4.73585100782223","6.03022231636259","7.91540143142136","7.71995160493074","7.78797412296484","6.80411322998423","4.13980617426691","3.62806689609405","4.3006241727717","5.47300508999735","5.15832714874024","3.41338166463756","","","",
"United Arab Emirates","ARE","Adjusted savings: consumption of fixed capital (% of GNI)","NY.ADJ.DKAP.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.11288151324081","8.06282330439573","8.33678074255753","7.65871518077906","6.91494724877866","10.6063348075941","9.72869552274991","9.32668130277","9.56129807741801","10.7635016479306","4.77172683502562","4.11931402332474","4.00690546724304","3.51346992600027","3.78268099444576","4.69053681745012","4.61154237744265","4.27535322757757","4.32764083719282","4.4543133218959","5.26320596273194","","","",
"United Arab Emirates","ARE","Adjusted savings: carbon dioxide damage (% of GNI)","NY.ADJ.DCO2.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.43720715554685","1.74055098368495","1.80440111020878","1.75518879935666","1.63404730601734","1.47658371859729","1.31410761156691","1.27494883398109","1.31171642292312","1.69287611737678","1.60586618304859","1.4080848142425","1.41736891382916","1.48823068961686","1.49989008070873","1.82492314777611","1.94454199336984","1.87459251892372","1.6195491082429","1.83343390552913","2.11953481950269","","","",
"United Arab Emirates","ARE","Services, value added (% of GDP)","NV.SRV.TOTL.ZS","","","","","","","","","","","","","","","","25.4643047004956","27.6401890692684","31.5331369357863","31.3121326365425","28.09722443704","26.8457912124624","31.0883861669878","36.2075815649247","37.8652207393831","36.3468141806264","37.8220266208673","46.6611025062797","44.1756695041514","45.7880271536706","43.7300450012482","40.0392209536602","51.9239305038891","43.3233556993049","47.0391772771792","51.909199895273","52.6677577741408","51.8405657582938","52.567566633727","57.7955770490152","55.6460922334793","49.220338275323","48.0854585516536","50.2509298289115","48.951303152003","46.6562900061707","42.9608649080015","41.0026442799823","44.1831002420827","41.1547160923483","46.9181571110237","47.5865147475896","42.2714577310298","42.8039942638918","45.1630125266952","47.3815703317669","55.9220834715221","58.2205653564757","56.7102076315896","52.3695784114051","54.7287717592443","56.8620662126454","51.9172576228083","47.7117969060408","",
